title,artist,top genre,followers,artist_popularity,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity
Dangerous Woman,Ariana Grande,POP,60.010425,97.0,2016,134.0,60.0,66.0,-5.0,36.0,29.0,236.0,5.0,4.0,78
Starving,Hailee Steinfeld,POP,6.617791,79.0,2016,100.0,62.0,73.0,-4.0,11.0,51.0,182.0,38.0,6.0,78
Shout Out to My Ex,Little Mix,POP,8.853859,85.0,2016,126.0,75.0,77.0,-4.0,11.0,80.0,246.0,2.0,9.0,77
Electric Love,BØRNS,POP,0.981865,76.0,2016,120.0,80.0,61.0,-8.0,26.0,52.0,218.0,1.0,5.0,76
Confident,Demi Lovato,POP,19.291866,87.0,2016,130.0,75.0,59.0,-6.0,9.0,34.0,206.0,0.0,7.0,75
Too Good,Drake,HIPHOP,53.806406,100.0,2016,118.0,65.0,79.0,-8.0,10.0,39.0,263.0,5.0,10.0,74
Roses,The Chainsmokers,POP,17.62492,86.0,2016,100.0,80.0,71.0,-7.0,31.0,34.0,227.0,4.0,6.0,74
Cold Water (feat. Justin Bieber & MØ),Major Lazer,POP,6.163312,82.0,2016,93.0,80.0,61.0,-5.0,16.0,50.0,185.0,7.0,4.0,73
Me Too,Meghan Trainor,POP,10.213531,81.0,2016,124.0,69.0,93.0,-6.0,48.0,84.0,181.0,10.0,10.0,73
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,POP,6.163312,82.0,2016,108.0,88.0,75.0,-4.0,23.0,75.0,166.0,4.0,7.0,73
Ain't Your Mama,Jennifer Lopez,POP,9.663594,81.0,2016,120.0,68.0,76.0,-6.0,7.0,82.0,218.0,5.0,23.0,72
Close,Nick Jonas,POP,7.1842,77.0,2016,124.0,62.0,65.0,-5.0,14.0,40.0,234.0,25.0,8.0,72
Toothbrush,DNCE,POP,3.6440550000000003,72.0,2016,105.0,79.0,55.0,-6.0,47.0,82.0,232.0,12.0,13.0,72
All We Know,The Chainsmokers,POP,17.62492,86.0,2016,90.0,59.0,66.0,-9.0,12.0,30.0,194.0,10.0,3.0,72
Final Song,MØ,POP,,,2016,105.0,67.0,70.0,-6.0,8.0,25.0,236.0,1.0,3.0,72
Company,Justin Bieber,POP,43.755452000000005,98.0,2016,95.0,80.0,59.0,-5.0,8.0,43.0,208.0,13.0,6.0,72
Hands To Myself,Selena Gomez,POP,26.161775,91.0,2016,111.0,50.0,81.0,-7.0,34.0,47.0,201.0,1.0,12.0,71
All I Ask,Adele,BLUES,26.369721999999996,86.0,2016,142.0,28.0,59.0,-5.0,15.0,34.0,272.0,88.0,3.0,71
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,POP,10.558136,86.0,2016,163.0,70.0,63.0,-6.0,11.0,50.0,215.0,1.0,15.0,71
NO,Meghan Trainor,POP,10.213531,81.0,2016,92.0,80.0,56.0,-4.0,74.0,65.0,214.0,1.0,22.0,70
Kill Em With Kindness,Selena Gomez,POP,26.161775,91.0,2016,120.0,88.0,76.0,-5.0,10.0,40.0,218.0,1.0,4.0,70
Cool Girl,Tove Lo,POP,2.704375,81.0,2016,102.0,69.0,67.0,-7.0,8.0,20.0,199.0,31.0,11.0,69
Runnin' (Lose It All),Naughty Boy,DISCO,0.298039,65.0,2016,139.0,85.0,32.0,-6.0,48.0,8.0,213.0,1.0,8.0,69
Here,Alessia Cara,POP,8.589906,82.0,2016,120.0,82.0,38.0,-4.0,8.0,33.0,199.0,8.0,10.0,68
Perfect Illusion,Lady Gaga,POP,16.716518,90.0,2016,125.0,86.0,61.0,-5.0,36.0,66.0,182.0,0.0,4.0,67
PILLOWTALK,ZAYN,POP,15.091428,85.0,2016,125.0,70.0,59.0,-4.0,9.0,43.0,204.0,10.0,5.0,66
Out Of The Woods,Taylor Swift,POP,38.00574,98.0,2016,92.0,84.0,55.0,-7.0,34.0,34.0,236.0,0.0,4.0,66
Rise,Katy Perry,POP,17.821796,88.0,2016,101.0,64.0,55.0,-6.0,11.0,44.0,203.0,5.0,5.0,66
Wherever I Go,OneRepublic,POP,11.507962,85.0,2016,100.0,69.0,55.0,-6.0,27.0,35.0,170.0,9.0,4.0,66
Body Say,Demi Lovato,POP,19.291866,87.0,2016,87.0,74.0,63.0,-5.0,28.0,26.0,194.0,0.0,4.0,65
Don't Be A Fool,Shawn Mendes,POP,32.070046000000005,91.0,2016,175.0,34.0,47.0,-6.0,10.0,27.0,216.0,60.0,4.0,65
LIKE I WOULD,ZAYN,POP,15.091428,85.0,2016,113.0,83.0,56.0,-6.0,26.0,23.0,192.0,2.0,11.0,65
Cheap Thrills,Sia,POP,19.105953,91.0,2016,90.0,80.0,59.0,-5.0,8.0,73.0,225.0,6.0,22.0,64
I Got You,Bebe Rexha,POP,6.2235629999999995,85.0,2016,98.0,89.0,61.0,-5.0,9.0,32.0,192.0,5.0,5.0,64
Run Away With Me,Carly Rae Jepsen,POP,4.512754,76.0,2016,119.0,72.0,56.0,-6.0,5.0,25.0,251.0,1.0,5.0,63
Cruel (feat. ZAYN),Snakehips,POP,0.32995399999999997,70.0,2016,110.0,88.0,60.0,-4.0,16.0,32.0,228.0,2.0,12.0,63
Send My Love (To Your New Lover),Adele,BLUES,26.369721999999996,86.0,2016,164.0,52.0,69.0,-8.0,17.0,56.0,223.0,4.0,10.0,61
WTF (Where They From),Missy Elliott,POP,1.599309,77.0,2016,120.0,82.0,93.0,-3.0,6.0,56.0,193.0,2.0,20.0,58
Desire,Years & Years,POP,1.594948,73.0,2016,126.0,78.0,71.0,-5.0,30.0,64.0,203.0,30.0,6.0,58
When We Were Young,Adele,BLUES,26.369721999999996,86.0,2016,144.0,59.0,38.0,-6.0,9.0,27.0,291.0,35.0,5.0,58
I Know What You Did Last Summer,Shawn Mendes,POP,32.070046000000005,91.0,2016,114.0,77.0,68.0,-5.0,16.0,72.0,224.0,11.0,10.0,57
Wish That You Were Here - From Miss Peregrines Home for Peculiar Children Original Motion Picture,Florence + The Machine,POP,5.513621,78.0,2016,94.0,57.0,37.0,-6.0,13.0,12.0,403.0,72.0,3.0,57
Hurts,Emeli Sandé,POP,2.012163,71.0,2016,106.0,64.0,58.0,-8.0,15.0,18.0,238.0,2.0,3.0,57
Change,Christina Aguilera,POP,5.976217,83.0,2016,82.0,54.0,62.0,-6.0,13.0,20.0,187.0,68.0,8.0,54
Make Me... (feat. G-Eazy),Britney Spears,POP,8.732805,85.0,2016,123.0,70.0,70.0,-7.0,22.0,58.0,231.0,16.0,10.0,53
Keeping Your Head Up,Birdy,POP,3.222336,77.0,2016,122.0,78.0,60.0,-5.0,19.0,53.0,208.0,16.0,5.0,52
True Colors,Zedd,DISCO,5.400656,82.0,2016,126.0,79.0,57.0,-3.0,10.0,49.0,225.0,40.0,4.0,51
Make Me Like You,Gwen Stefani,POP,4.5511610000000005,78.0,2016,118.0,71.0,74.0,-5.0,13.0,80.0,217.0,4.0,5.0,50
Champagne Problems,Nick Jonas,POP,7.1842,77.0,2016,108.0,78.0,73.0,-5.0,9.0,64.0,193.0,0.0,13.0,50
Blown,DNCE,POP,3.6440550000000003,72.0,2016,130.0,95.0,63.0,-5.0,10.0,73.0,197.0,0.0,4.0,48
Start,John Legend,POP,5.566783,84.0,2016,110.0,4.0,52.0,-15.0,9.0,26.0,310.0,99.0,4.0,47
Pep Rally,Missy Elliott,POP,1.599309,77.0,2016,90.0,75.0,83.0,-4.0,20.0,32.0,263.0,22.0,12.0,47
Higher,Carly Rae Jepsen,POP,4.512754,76.0,2016,114.0,87.0,65.0,-5.0,37.0,44.0,234.0,1.0,6.0,46
Invitation,Britney Spears,POP,8.732805,85.0,2016,112.0,65.0,37.0,-7.0,9.0,16.0,200.0,3.0,11.0,44
One Call Away (feat. Tyga) - Remix,Charlie Puth,POP,12.666400999999999,83.0,2016,91.0,69.0,75.0,-5.0,13.0,52.0,192.0,26.0,4.0,41
Beautiful Birds (feat. Birdy),Passenger,POP,2.75047,78.0,2016,86.0,17.0,39.0,-13.0,11.0,14.0,214.0,91.0,3.0,36
Little Lies,Hilary Duff,POP,1.798541,61.0,2016,124.0,76.0,57.0,-6.0,4.0,40.0,204.0,0.0,6.0,36
Do You Wanna Come Over?,Britney Spears,POP,8.732805,85.0,2016,121.0,70.0,75.0,-6.0,11.0,45.0,203.0,1.0,7.0,34
BURNITUP!,Janet Jackson,POP,2.433459,72.0,2016,123.0,71.0,83.0,-7.0,31.0,83.0,250.0,5.0,18.0,31
Picky - Remix,Joey Montana,UNKNOWN,2.172482,67.0,2016,186.0,81.0,70.0,-3.0,37.0,69.0,225.0,9.0,7.0,29
Behind Your Back,Nelly Furtado,UNKNOWN,2.461986,79.0,2016,98.0,47.0,80.0,-10.0,7.0,69.0,228.0,25.0,4.0,18
Million Years Ago,Adele,BLUES,26.369721999999996,86.0,2016,0.0,0.0,0.0,-60.0,0.0,0.0,227.0,0.0,0.0,0
Shape of You,Ed Sheeran,POP,77.890588,94.0,2017,96.0,65.0,83.0,-3.0,9.0,93.0,234.0,58.0,8.0,87
Closer,The Chainsmokers,POP,17.62492,86.0,2017,95.0,52.0,75.0,-6.0,11.0,66.0,245.0,41.0,3.0,86
Starboy,The Weeknd,POP,30.336501000000002,98.0,2017,186.0,59.0,68.0,-7.0,14.0,49.0,230.0,14.0,28.0,85
Treat You Better,Shawn Mendes,POP,32.070046000000005,91.0,2017,83.0,82.0,44.0,-4.0,11.0,75.0,188.0,11.0,34.0,84
That's What I Like,Bruno Mars,POP,29.381078999999996,93.0,2017,134.0,56.0,85.0,-5.0,9.0,86.0,207.0,1.0,4.0,83
Let Me Love You,DJ Snake,DISCO,7.285783,84.0,2017,100.0,72.0,65.0,-5.0,14.0,16.0,206.0,9.0,3.0,82
I Feel It Coming,The Weeknd,POP,30.336501000000002,98.0,2017,93.0,82.0,77.0,-6.0,7.0,59.0,269.0,43.0,12.0,81
Mercy,Shawn Mendes,POP,32.070046000000005,91.0,2017,148.0,66.0,56.0,-5.0,11.0,36.0,209.0,13.0,8.0,81
Side To Side,Ariana Grande,POP,60.010425,97.0,2017,159.0,74.0,65.0,-6.0,24.0,61.0,226.0,5.0,23.0,80
Stay,Zedd,DISCO,5.400656,82.0,2017,102.0,62.0,69.0,-5.0,12.0,54.0,210.0,25.0,6.0,80
It Ain't Me (with Selena Gomez),Kygo,DISCO,7.304519,87.0,2017,100.0,53.0,64.0,-7.0,9.0,52.0,221.0,12.0,7.0,79
Malibu,Miley Cyrus,POP,14.537891,90.0,2017,140.0,78.0,57.0,-6.0,8.0,34.0,232.0,8.0,6.0,78
Something Just Like This,The Chainsmokers,POP,17.62492,86.0,2017,103.0,65.0,61.0,-7.0,17.0,51.0,248.0,3.0,4.0,78
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,POP,4.255196,82.0,2017,102.0,76.0,72.0,-4.0,18.0,74.0,251.0,41.0,5.0,78
I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,POP,15.091428,85.0,2017,118.0,45.0,74.0,-8.0,33.0,9.0,245.0,6.0,6.0,78
My Way,Calvin Harris,POP,21.442367,88.0,2017,120.0,91.0,82.0,-3.0,16.0,54.0,219.0,9.0,4.0,78
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,POP,5.828279,83.0,2017,81.0,67.0,61.0,-4.0,17.0,81.0,289.0,6.0,4.0,77
Praying,Kesha,POP,6.235482,82.0,2017,73.0,39.0,58.0,-7.0,11.0,32.0,230.0,49.0,3.0,77
Despacito - Remix,Luis Fonsi,UNKNOWN,9.296058,81.0,2017,178.0,82.0,65.0,-4.0,10.0,82.0,229.0,23.0,17.0,76
The Greatest,Sia,POP,19.105953,91.0,2017,192.0,73.0,67.0,-6.0,6.0,73.0,210.0,1.0,27.0,76
There for You,Martin Garrix,DISCO,14.496326000000002,84.0,2017,106.0,64.0,61.0,-8.0,12.0,13.0,222.0,12.0,6.0,76
Paris,The Chainsmokers,POP,17.62492,86.0,2017,100.0,64.0,65.0,-7.0,9.0,25.0,222.0,2.0,3.0,76
Crying in the Club,Camila Cabello,POP,20.677702,86.0,2017,85.0,62.0,33.0,-6.0,16.0,60.0,216.0,33.0,38.0,75
Mama,Jonas Blue,POP,3.1737900000000003,81.0,2017,104.0,79.0,74.0,-4.0,5.0,57.0,184.0,10.0,4.0,75
Slide (feat. Frank Ocean & Migos),Calvin Harris,POP,21.442367,88.0,2017,104.0,80.0,74.0,-3.0,25.0,51.0,231.0,50.0,5.0,75
Swish Swish,Katy Perry,POP,17.821796,88.0,2017,120.0,71.0,84.0,-5.0,10.0,57.0,243.0,2.0,4.0,73
Chained To The Rhythm,Katy Perry,POP,17.821796,88.0,2017,190.0,80.0,45.0,-5.0,20.0,47.0,238.0,8.0,17.0,72
Cold (feat. Future),Maroon 5,POP,29.955690999999998,91.0,2017,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,72
Love,Lana Del Rey,POP,12.552754,90.0,2017,99.0,37.0,53.0,-11.0,11.0,23.0,273.0,49.0,3.0,72
Reggaetón Lento (Remix),CNCO,POP,7.496180000000001,80.0,2017,94.0,91.0,53.0,-3.0,10.0,62.0,189.0,15.0,9.0,71
All I Ask,Adele,BLUES,26.369721999999996,86.0,2017,142.0,28.0,59.0,-5.0,15.0,34.0,272.0,88.0,3.0,71
First Time,Kygo,DISCO,7.304519,87.0,2017,90.0,59.0,63.0,-7.0,10.0,68.0,194.0,20.0,11.0,71
The Cure,Lady Gaga,POP,16.716518,90.0,2017,100.0,51.0,70.0,-5.0,9.0,52.0,211.0,8.0,3.0,71
"How Far I'll Go - From ""Moana""",Alessia Cara,POP,8.589906,82.0,2017,181.0,54.0,31.0,-10.0,7.0,16.0,176.0,16.0,35.0,71
Bodak Yellow,Cardi B,POP,15.298653,91.0,2017,125.0,72.0,93.0,-6.0,35.0,46.0,224.0,7.0,11.0,70
Rich Love (with Seeb),OneRepublic,POP,11.507962,85.0,2017,105.0,87.0,40.0,-4.0,36.0,47.0,201.0,17.0,31.0,70
Tired,Alan Walker,DISCO,27.623263,86.0,2017,124.0,88.0,69.0,-4.0,15.0,49.0,192.0,4.0,6.0,70
Came Here for Love,Sigala,POP,1.244632,79.0,2017,125.0,87.0,71.0,-3.0,12.0,72.0,203.0,3.0,4.0,70
24K Magic,Bruno Mars,POP,29.381078999999996,93.0,2017,107.0,80.0,82.0,-4.0,15.0,63.0,226.0,3.0,8.0,69
Strip That Down (feat. Quavo),Liam Payne,POP,7.423058999999999,76.0,2017,106.0,50.0,87.0,-5.0,8.0,55.0,202.0,20.0,5.0,69
Cut To The Feeling,Carly Rae Jepsen,POP,4.512754,76.0,2017,115.0,91.0,71.0,-3.0,30.0,65.0,208.0,1.0,6.0,69
OK - Spotify Version,Robin Schulz,POP,2.6773860000000003,85.0,2017,122.0,81.0,65.0,-6.0,13.0,58.0,189.0,12.0,6.0,69
Bon appétit,Katy Perry,POP,17.821796,88.0,2017,106.0,79.0,80.0,-6.0,22.0,52.0,228.0,13.0,6.0,68
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,POP,12.552754,90.0,2017,135.0,57.0,76.0,-9.0,20.0,14.0,261.0,2.0,13.0,67
Get Low (with Liam Payne),Zedd,DISCO,5.400656,82.0,2017,108.0,93.0,72.0,-4.0,5.0,54.0,205.0,3.0,5.0,66
Kissing Strangers,DNCE,POP,3.6440550000000003,72.0,2017,120.0,74.0,77.0,-6.0,9.0,86.0,202.0,5.0,4.0,66
Slow Hands,Niall Horan,POP,6.983028999999999,83.0,2017,86.0,42.0,74.0,-7.0,6.0,85.0,188.0,1.0,5.0,64
Younger Now,Miley Cyrus,POP,14.537891,90.0,2017,122.0,87.0,55.0,-5.0,14.0,33.0,249.0,0.0,6.0,62
Body Moves,DNCE,POP,3.6440550000000003,72.0,2017,102.0,69.0,65.0,-5.0,4.0,86.0,236.0,0.0,4.0,62
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,UNKNOWN,2.092079,77.0,2017,122.0,64.0,73.0,-7.0,8.0,53.0,158.0,2.0,4.0,59
Angel,Fifth Harmony,POP,12.370978,76.0,2017,124.0,53.0,74.0,-6.0,35.0,13.0,189.0,0.0,4.0,59
Touch (feat. Kid Ink),Little Mix,POP,8.853859,85.0,2017,102.0,75.0,64.0,-4.0,49.0,53.0,203.0,4.0,11.0,59
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,POP,12.666400999999999,83.0,2017,100.0,82.0,70.0,-5.0,45.0,67.0,218.0,49.0,22.0,59
Love Incredible (feat. Camila Cabello),Cashmere Cat,UNKNOWN,0.309205,63.0,2017,167.0,50.0,37.0,-9.0,20.0,21.0,180.0,6.0,12.0,59
No Vacancy (with Sebastián Yatra),OneRepublic,POP,11.507962,85.0,2017,100.0,76.0,69.0,-4.0,14.0,59.0,223.0,8.0,4.0,57
Rich Boy,Galantis,DISCO,3.056855,79.0,2017,110.0,90.0,74.0,-2.0,8.0,65.0,184.0,7.0,5.0,55
Lust for Life (with The Weeknd),Lana Del Rey,POP,12.552754,90.0,2017,100.0,67.0,51.0,-9.0,36.0,27.0,264.0,58.0,6.0,54
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,POP,8.302253,87.0,2017,115.0,83.0,70.0,-6.0,36.0,63.0,245.0,28.0,27.0,54
Influence,Tove Lo,POP,2.704375,81.0,2017,105.0,59.0,77.0,-10.0,11.0,33.0,225.0,10.0,5.0,54
Remember I Told You,Nick Jonas,POP,7.1842,77.0,2017,113.0,53.0,68.0,-6.0,4.0,84.0,202.0,14.0,28.0,53
Messin' Around,Pitbull,POP,8.302253,87.0,2017,158.0,81.0,57.0,-5.0,4.0,78.0,223.0,2.0,5.0,51
Water Under the Bridge,Adele,BLUES,26.369721999999996,86.0,2017,95.0,84.0,60.0,-7.0,11.0,47.0,240.0,2.0,7.0,49
Free Me,Sia,POP,19.105953,91.0,2017,87.0,46.0,27.0,-4.0,14.0,21.0,286.0,85.0,3.0,44
Kissing Strangers - Remix,DNCE,POP,3.6440550000000003,72.0,2017,120.0,77.0,76.0,-6.0,8.0,81.0,202.0,8.0,5.0,43
A L I E N S,Coldplay,ROCK,29.455218,90.0,2017,148.0,88.0,43.0,-5.0,21.0,25.0,282.0,0.0,4.0,41
One Kiss (with Dua Lipa),Calvin Harris,POP,21.442367,88.0,2018,124.0,86.0,79.0,-3.0,8.0,59.0,215.0,4.0,11.0,86
Havana (feat. Young Thug),Camila Cabello,POP,20.677702,86.0,2018,105.0,52.0,77.0,-4.0,13.0,39.0,217.0,18.0,3.0,85
I Like It,Cardi B,POP,15.298653,91.0,2018,136.0,73.0,82.0,-4.0,37.0,65.0,253.0,10.0,13.0,85
New Rules,Dua Lipa,POP,23.579173,96.0,2018,116.0,70.0,76.0,-6.0,15.0,61.0,209.0,0.0,7.0,84
There's Nothing Holdin' Me Back,Shawn Mendes,POP,32.070046000000005,91.0,2018,122.0,81.0,87.0,-4.0,8.0,97.0,199.0,38.0,6.0,84
no tears left to cry,Ariana Grande,POP,60.010425,97.0,2018,122.0,71.0,70.0,-6.0,29.0,35.0,206.0,4.0,6.0,84
IDGAF,Dua Lipa,POP,23.579173,96.0,2018,97.0,54.0,84.0,-6.0,8.0,51.0,218.0,4.0,9.0,84
In My Blood,Shawn Mendes,POP,32.070046000000005,91.0,2018,140.0,71.0,62.0,-7.0,13.0,49.0,211.0,6.0,7.0,83
Wolves,Selena Gomez,POP,26.161775,91.0,2018,125.0,80.0,72.0,-5.0,20.0,31.0,198.0,12.0,4.0,83
Dusk Till Dawn - Radio Edit,ZAYN,POP,15.091428,85.0,2018,180.0,44.0,26.0,-7.0,11.0,10.0,239.0,10.0,4.0,83
Attention,Charlie Puth,POP,12.666400999999999,83.0,2018,100.0,61.0,78.0,-5.0,13.0,80.0,209.0,11.0,5.0,83
Electricity (with Dua Lipa),Silk City,DISCO,0.065438,69.0,2018,118.0,67.0,59.0,-6.0,34.0,51.0,238.0,1.0,5.0,82
Love On The Brain,Rihanna,POP,41.858636,93.0,2018,172.0,64.0,51.0,-5.0,8.0,38.0,224.0,7.0,5.0,82
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,POP,6.617791,79.0,2018,103.0,71.0,66.0,-4.0,8.0,74.0,175.0,3.0,5.0,82
Silence,Marshmello,UNKNOWN,29.93552,90.0,2018,142.0,76.0,52.0,-3.0,17.0,29.0,181.0,26.0,9.0,82
Sorry Not Sorry,Demi Lovato,POP,19.291866,87.0,2018,144.0,64.0,71.0,-7.0,26.0,89.0,204.0,2.0,23.0,81
Shallow - Radio Edit,Lady Gaga,POP,16.716518,90.0,2018,96.0,33.0,57.0,-7.0,9.0,28.0,217.0,42.0,3.0,80
These Days,Rudimental,POP,1.256618,78.0,2018,92.0,81.0,65.0,-4.0,17.0,55.0,211.0,19.0,5.0,80
What Lovers Do (feat. SZA),Maroon 5,POP,29.955690999999998,91.0,2018,110.0,60.0,80.0,-5.0,10.0,42.0,200.0,8.0,6.0,79
Finesse - Remix; feat. Cardi B,Bruno Mars,POP,29.381078999999996,93.0,2018,105.0,86.0,70.0,-5.0,2.0,93.0,217.0,2.0,10.0,78
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,POP,77.890588,94.0,2018,95.0,30.0,59.0,-7.0,12.0,36.0,260.0,78.0,3.0,78
Bad At Love,Halsey,POP,14.352317000000001,90.0,2018,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,78
Him & I (with Halsey),G-Eazy,HIPHOP,4.795313,85.0,2018,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,78
Friends (with BloodPop®),Justin Bieber,POP,43.755452000000005,98.0,2018,105.0,73.0,74.0,-5.0,30.0,62.0,189.0,0.0,4.0,77
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,POP,5.828279,83.0,2018,98.0,67.0,67.0,-3.0,12.0,63.0,204.0,3.0,7.0,76
My My My!,Troye Sivan,POP,5.491266,80.0,2018,103.0,46.0,70.0,-8.0,5.0,48.0,205.0,0.0,8.0,76
Capital Letters,Hailee Steinfeld,POP,6.617791,79.0,2018,100.0,81.0,66.0,-6.0,5.0,46.0,219.0,3.0,8.0,76
Sick Boy,The Chainsmokers,POP,17.62492,86.0,2018,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,76
Tequila,Dan + Shay,COUNTRY,2.152836,81.0,2018,86.0,59.0,47.0,-6.0,13.0,50.0,196.0,3.0,3.0,76
Look What You Made Me Do,Taylor Swift,POP,38.00574,98.0,2018,128.0,71.0,77.0,-6.0,13.0,51.0,212.0,20.0,12.0,75
Youth (feat. Khalid),Shawn Mendes,POP,32.070046000000005,91.0,2018,100.0,60.0,53.0,-7.0,13.0,32.0,191.0,56.0,12.0,75
Bad Liar,Selena Gomez,POP,26.161775,91.0,2018,121.0,41.0,97.0,-6.0,8.0,73.0,215.0,19.0,7.0,75
Anywhere,Rita Ora,POP,6.478575,80.0,2018,107.0,80.0,63.0,-4.0,10.0,32.0,215.0,4.0,6.0,74
Say Something,Justin Timberlake,POP,10.515901,85.0,2018,97.0,63.0,71.0,-7.0,8.0,37.0,279.0,10.0,8.0,74
Chun-Li,Nicki Minaj,POP,20.733813,91.0,2018,129.0,73.0,69.0,-5.0,11.0,48.0,192.0,28.0,37.0,73
Sign of the Times,Harry Styles,POP,13.543091,91.0,2018,120.0,57.0,52.0,-5.0,11.0,21.0,341.0,3.0,3.0,72
Familiar,Liam Payne,POP,7.423058999999999,76.0,2018,93.0,81.0,64.0,-5.0,8.0,91.0,197.0,2.0,33.0,72
Let Me,ZAYN,POP,15.091428,85.0,2018,168.0,57.0,46.0,-6.0,10.0,19.0,185.0,24.0,5.0,72
Supernova,Ansel Elgort,POP,0.739741,59.0,2018,140.0,62.0,77.0,-5.0,21.0,68.0,191.0,6.0,10.0,72
Nervous,Shawn Mendes,POP,32.070046000000005,91.0,2018,122.0,62.0,84.0,-7.0,13.0,74.0,164.0,4.0,8.0,71
First Time,Kygo,DISCO,7.304519,87.0,2018,90.0,59.0,63.0,-7.0,10.0,68.0,194.0,20.0,11.0,71
End Game,Taylor Swift,POP,38.00574,98.0,2018,159.0,59.0,65.0,-6.0,11.0,15.0,245.0,1.0,6.0,70
Mi Gente (feat. Beyoncé),J Balvin,UNKNOWN,26.894153000000003,96.0,2018,105.0,72.0,76.0,-6.0,23.0,47.0,210.0,2.0,8.0,68
Lemon,N.E.R.D,HIPHOP,0.6508550000000001,64.0,2018,95.0,73.0,92.0,-7.0,12.0,20.0,220.0,0.0,9.0,68
For You (With Rita Ora),Liam Payne,POP,7.423058999999999,76.0,2018,113.0,80.0,54.0,-5.0,42.0,18.0,243.0,2.0,3.0,67
Want To,Dua Lipa,POP,23.579173,96.0,2018,92.0,69.0,57.0,-5.0,6.0,32.0,212.0,8.0,12.0,67
What I Need (feat. Kehlani),Hayley Kiyoko,POP,1.3860700000000001,67.0,2018,104.0,79.0,63.0,-4.0,16.0,41.0,220.0,5.0,6.0,67
Wait,Maroon 5,POP,29.955690999999998,91.0,2018,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,67
What About Us,P!nk,POP,10.558136,86.0,2018,114.0,59.0,39.0,-6.0,9.0,19.0,272.0,3.0,6.0,66
Kissing Strangers,DNCE,POP,3.6440550000000003,72.0,2018,120.0,74.0,77.0,-6.0,9.0,86.0,202.0,5.0,4.0,66
2U (feat. Justin Bieber),David Guetta,POP,22.306494,91.0,2018,145.0,61.0,53.0,-7.0,23.0,53.0,195.0,23.0,6.0,65
Walk On Water (feat. Beyoncé),Eminem,HIPHOP,42.79582,95.0,2018,82.0,44.0,48.0,-10.0,64.0,62.0,304.0,81.0,24.0,65
This Town,Niall Horan,POP,6.983028999999999,83.0,2018,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,POP,6.478575,80.0,2018,94.0,69.0,73.0,-4.0,10.0,42.0,221.0,2.0,5.0,64
MOVE TO MIAMI,Enrique Iglesias,POP,9.980979,81.0,2018,100.0,87.0,76.0,-4.0,7.0,90.0,169.0,3.0,5.0,64
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,UNKNOWN,0.309205,63.0,2018,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,64
Filthy,Justin Timberlake,POP,10.515901,85.0,2018,97.0,58.0,75.0,-6.0,25.0,65.0,294.0,4.0,14.0,62
Never Be the Same - Radio Edit,Camila Cabello,POP,20.677702,86.0,2018,130.0,69.0,63.0,-4.0,12.0,25.0,227.0,16.0,9.0,57
Ferrari,Bebe Rexha,POP,6.2235629999999995,85.0,2018,77.0,48.0,58.0,-6.0,10.0,42.0,213.0,2.0,3.0,57
Supplies,Justin Timberlake,POP,10.515901,85.0,2018,120.0,55.0,79.0,-7.0,13.0,23.0,226.0,1.0,5.0,57
Boom Boom,RedOne,POP,0.044695,53.0,2018,110.0,76.0,75.0,-8.0,20.0,58.0,248.0,0.0,5.0,53
...Ready For It? - BloodPop® Remix,Taylor Swift,POP,38.00574,98.0,2018,160.0,84.0,58.0,-5.0,10.0,50.0,190.0,13.0,22.0,52
Drip (feat. Migos),Cardi B,POP,15.298653,91.0,2018,130.0,59.0,97.0,-8.0,8.0,27.0,264.0,5.0,26.0,45
Tell Me You Love Me - NOTD Remix,Demi Lovato,POP,19.291866,87.0,2018,102.0,77.0,58.0,-5.0,9.0,76.0,182.0,5.0,8.0,44
Memories,Maroon 5,POP,29.955690999999998,91.0,2019,91.0,32.0,76.0,-7.0,8.0,57.0,189.0,84.0,5.0,99
